customer_name,segment,markets,countries,sales,profit,quantity,rows,orders,avg_discount,profit_margin,cumulative_profit,cumulative_profit_share,abc_class
Ken Dana,Corporate,5,18,12553,1750.72552,224,56,27,0.18221428571428572,0.1394667027802119,1186118.9833400007,0.7729436093848,A
Sung Pak,Corporate,5,13,13496,1750.68106,168,52,28,0.2058076923076923,0.12971851363366924,1187869.6644000008,0.7740844542379763,A
Cathy Prescott,Corporate,7,21,19770,1750.5737,253,65,33,0.12323076923076923,0.08854697521497218,1189620.238100001,0.7752252291291781,A
Matt Collins,Consumer,6,22,17897,1749.34736,277,75,41,0.16794666666666666,0.097745284684584,1191369.585460001,0.776365204866434,A
Christine Phan,Corporate,6,22,25157,1748.2813800000001,278,82,34,0.09760975609756097,0.06949482768215606,1193117.866840001,0.7775044859495782,A
Patrick Bzostek,Home Office,7,21,14858,1743.07944,210,62,28,0.15164516129032257,0.11731588639116974,1194860.946280001,0.7786403771482876,A
David Wiener,Corporate,6,17,10930,1739.0983,187,56,30,0.13285714285714284,0.1591123787740165,1196600.044580001,0.7797736740063244,A
Brenda Bowman,Corporate,6,15,16007,1738.84688,238,63,31,0.17146031746031745,0.1086304041981633,1198338.891460001,0.7809068070245736,A
Deanra Eno,Home Office,6,21,12799,1735.4974,179,55,30,0.07636363636363637,0.13559632783811235,1200074.388860001,0.7820377573282746,A
Arthur Gainer,Consumer,5,16,19871,1733.2471600000001,284,75,33,0.14536,0.0872249589854562,1201807.636020001,0.7831672412456754,A
Jonathan Doherty,Corporate,7,22,19481,1726.7910200000001,325,86,38,0.09630232558139534,0.08863975257943638,1203534.427040001,0.7842925179695109,A
Jamie Frazer,Consumer,6,19,20576,1722.6054,275,74,36,0.15472972972972973,0.08371915824261275,1205257.032440001,0.7854150671017004,A
Troy Staebel,Consumer,6,20,22579,1719.5679,313,83,35,0.1374698795180723,0.07615784135701316,1206976.6003400008,0.7865356368235217,A
Jill Matthias,Consumer,6,19,14181,1716.7324,198,58,29,0.1046551724137931,0.12105862774134406,1208693.332740001,0.7876543587698371,A
David Smith,Corporate,6,18,13634,1713.4145,219,63,33,0.10333333333333333,0.12567217984450638,1210406.7472400009,0.7887709185809557,A
Harold Engle,Corporate,6,23,10993,1710.43802,240,71,35,0.12273239436619719,0.15559337942326937,1212117.1852600009,0.789885538745861,A
Steve Carroll,Home Office,6,21,19823,1708.7930800000001,258,71,35,0.10861971830985916,0.08620254653685114,1213825.9783400008,0.7909990869728928,A
Hallie Redmond,Home Office,7,20,15680,1705.2724,206,61,26,0.1098360655737705,0.10875461734693878,1215531.2507400007,0.7921103409215722,A
James Lanier,Home Office,6,22,14847,1701.17116,174,53,32,0.13045283018867923,0.11458012797198087,1217232.4219000007,0.7932189222654851,A
Kristina Nunn,Home Office,6,13,10715,1698.5085000000001,148,46,24,0.13260869565217392,0.1585168922071862,1218930.9304000007,0.794325768466415,A
Sung Chung,Consumer,6,19,11265,1696.6987199999999,184,46,28,0.19134782608695652,0.15061684154460717,1220627.6291200006,0.7954314353102104,A
Shahid Collister,Consumer,6,22,17678,1692.37974,330,85,41,0.1495764705882353,0.09573366557302863,1222320.0088600006,0.7965342876572843,A
Fred Wasserman,Corporate,6,24,18194,1683.7903999999999,234,72,34,0.15597222222222223,0.09254646586786852,1224003.7992600007,0.7976315426945139,A
Stephanie Phelps,Corporate,6,15,11151,1682.80564,170,46,30,0.2207391304347826,0.15091073805039906,1225686.6049000006,0.7987281560052729,A
Dave Hallsten,Corporate,6,24,16191,1681.8685,270,83,35,0.09361445783132531,0.10387675251683035,1227368.4734000007,0.7998241586215029,A
Nick Radford,Consumer,6,24,12891,1669.96578,212,68,34,0.15620588235294117,0.12954509192459857,1229038.4391800007,0.8009124047381847,B
Sarah Brown,Consumer,6,20,22300,1668.65412,262,71,38,0.14149295774647885,0.07482753901345292,1230707.0933000008,0.8019997961014826,B
Gary McGarr,Consumer,6,22,16518,1665.0138799999997,189,58,34,0.13455172413793104,0.10079996851919117,1232372.1071800007,0.8030848152742296,B
Rick Huthwaite,Home Office,6,19,13438,1664.66446,182,58,32,0.17589655172413793,0.12387739693406756,1234036.7716400009,0.804169606744731,B
Janet Martin,Consumer,6,18,18017,1664.65432,244,67,29,0.16077611940298508,0.0923935349947272,1235701.4259600008,0.805254391607423,B
Pete Kriz,Consumer,6,17,18657,1664.5781,251,73,32,0.1776986301369863,0.08922003001554377,1237366.0040600009,0.8063391268007624,B
Larry Blacks,Consumer,7,29,14583,1664.49192,221,63,36,0.1391111111111111,0.11413919769594733,1239030.4959800008,0.8074238058342382,B
Thomas Thornton,Consumer,6,18,15055,1661.20726,234,63,31,0.17876190476190476,0.11034256127532381,1240691.7032400009,0.8085063443936203,B
Eugene Hildebrand,Home Office,6,26,22424,1660.3308200000001,287,86,44,0.17513953488372092,0.07404258027113807,1242352.034060001,0.8095883118140977,B
Daniel Byrd,Home Office,7,22,15392,1656.9395000000002,209,65,35,0.13876923076923076,0.10764939579002081,1244008.973560001,0.8106680692546675,B
Tiffany House,Corporate,6,21,16804,1656.2869999999998,196,67,36,0.1828358208955224,0.09856504403713401,1245665.260560001,0.8117474014885654,B
Luke Schmidt,Corporate,5,16,15599,1653.96822,208,58,28,0.164,0.1060304006667094,1247319.228780001,0.812825222671542,B
Deborah Brumfield,Home Office,6,15,12578,1640.2389,193,58,27,0.15862068965517243,0.13040538241373828,1248959.467680001,0.8138940970369529,B
Giulietta Baptist,Consumer,6,20,12570,1633.26568,234,66,30,0.12184848484848484,0.1299336260938743,1250592.733360001,0.8149584272496172,B
Michael Paige,Corporate,6,25,17796,1632.695,314,94,47,0.18648936170212768,0.09174505506855472,1252225.428360001,0.8160223855742458,B
Bill Donatelli,Consumer,6,17,15276,1622.6797,232,69,38,0.10072463768115943,0.10622412280701754,1253848.108060001,0.8170798173511672,B
Paul Gonzalez,Consumer,6,20,15922,1620.1805,337,92,34,0.10023913043478261,0.10175734832307498,1255468.288560001,0.8181356205050788,B
Angele Hood,Consumer,6,19,11357,1610.0721,170,49,31,0.1893877551020408,0.14176913797657834,1257078.360660001,0.8191848364419484,B
Jennifer Halladay,Consumer,7,29,12692,1590.6942000000001,249,78,40,0.12794871794871795,0.12533046013236684,1258669.054860001,0.8202214246204069,B
Vivek Sundaresam,Consumer,6,14,11413,1586.6187,143,40,22,0.16499999999999998,0.1390185490230439,1260255.673560001,0.821255356967769,B
Greg Hansen,Consumer,7,28,13997,1584.66962,240,65,38,0.2102153846153846,0.11321494748874758,1261840.343180001,0.8222880191820741,B
Shirley Jackson,Consumer,5,20,13385,1581.8093,215,52,29,0.11923076923076924,0.11817775868509525,1263422.152480001,0.8233188174467285,B
Adrian Shami,Home Office,6,17,11287,1564.4938,144,44,24,0.15863636363636366,0.13861024187117924,1264986.6462800012,0.8243383319318832,B
Helen Andreada,Consumer,6,17,10414,1561.1586,209,63,31,0.13412698412698415,0.14990960245822932,1266547.8048800011,0.8253556730081623,B
Dionis Lloyd,Corporate,6,18,16648,1560.868,206,56,32,0.1464285714285714,0.09375708793849111,1268108.6728800011,0.8263728247127037,B
Ted Butterfield,Consumer,6,20,16030,1559.26902,326,76,32,0.08952631578947369,0.09727192888334373,1269667.9419000011,0.8273889344295611,B
Nora Pelletier,Home Office,6,19,16358,1559.0269,244,66,34,0.11854545454545454,0.09530669397236827,1271226.968800001,0.8284048863670477,B
Erica Hackney,Consumer,6,20,9481,1556.9195,171,51,32,0.13470588235294118,0.16421469254298068,1272783.8883000012,0.829419465001025,B
Pete Armstrong,Home Office,6,18,10395,1555.35456,193,56,27,0.2145,0.14962525829725828,1274339.242860001,0.8304330238297474,B
Gene McClure,Consumer,6,16,11003,1553.25212,175,47,28,0.09885106382978723,0.14116623829864583,1275892.4949800011,0.8314452125871827,B
Mark Haberlin,Corporate,7,21,11304,1552.0084,216,73,33,0.06945205479452055,0.13729727530077848,1277444.503380001,0.8324565908648606,B
Jay Kimmel,Consumer,6,19,13401,1550.04784,247,67,33,0.12032835820895524,0.11566658010596224,1278994.551220001,0.8334666915284508,B
Natalie Fritzler,Consumer,7,23,31778,1542.8211000000001,325,95,43,0.1794736842105263,0.048549974825350874,1280537.372320001,0.8344720828310257,B
Craig Yedwab,Corporate,6,19,14220,1542.243,200,60,35,0.10203333333333334,0.10845590717299577,1282079.615320001,0.8354770974102644,B
Speros Goranitis,Consumer,6,23,12948,1541.10256,224,66,38,0.1941212121212121,0.1190224405313562,1283620.717880001,0.8364813688129565,B
Alan Dominguez,Home Office,6,16,18538,1539.9922000000001,167,55,30,0.16490909090909092,0.0830721868594239,1285160.710080001,0.8374849166409666,B
Arianne Irving,Consumer,6,13,9281,1538.1774,176,50,26,0.09880000000000001,0.16573401573106347,1286698.887480001,0.8384872818405203,B
Hunter Glantz,Consumer,6,22,16214,1532.9159,244,67,36,0.1306268656716418,0.09454273467373875,1288231.8033800009,0.8394862183429046,B
Barry Gonzalez,Consumer,5,20,20023,1530.1779999999999,250,67,34,0.1274626865671642,0.07642101583179343,1289761.981380001,0.8404833706715781,B
Joel Eaton,Consumer,6,21,21905,1528.78066,276,87,42,0.13751724137931035,0.06979140196302214,1291290.7620400009,0.8414796124128329,B
Sally Matthias,Consumer,6,19,13063,1528.3608,170,54,30,0.12222222222222222,0.11699921916864425,1292819.1228400008,0.8424755805490713,B
Susan MacKendrick,Consumer,6,16,8634,1528.2749000000001,133,41,22,0.07609756097560975,0.1770065902246931,1294347.3977400009,0.8434714927079106,B
Bryan Davis,Consumer,6,19,13571,1528.27026,228,64,31,0.1376875,0.11261294377717192,1295875.6680000008,0.8444674018430577,B
Clay Cheatham,Consumer,6,18,9345,1524.5489400000001,191,60,30,0.1367,0.16314060353130017,1297400.2169400007,0.8454608859512447,B
Greg Guthrie,Corporate,6,16,13901,1523.52326,279,75,33,0.09669333333333333,0.10959810517228975,1298923.7402000006,0.8464537016671269,B
Justin MacKendrick,Consumer,6,18,9027,1519.795,170,53,33,0.10456603773584905,0.16836102802703004,1300443.5352000005,0.8474440878335442,B
Logan Haushalter,Consumer,7,23,17288,1519.531,233,72,37,0.17333333333333334,0.08789512956964368,1301963.0662000005,0.8484343019623196,B
Ken Heidel,Corporate,6,17,9021,1505.97316,204,57,32,0.16950877192982458,0.16694082252521894,1303469.0393600005,0.8494156810197977,B
Tony Molinari,Consumer,6,23,15973,1500.9713,232,80,35,0.11427499999999999,0.09396927940900268,1304970.0106600006,0.8503938005765206,B
Trudy Brown,Consumer,6,18,15078,1500.6631,230,69,36,0.16492753623188405,0.09952666799310253,1306470.6737600006,0.8513717192923296,B
Lynn Smith,Consumer,6,18,11713,1498.1314,201,54,30,0.10740740740740741,0.12790330402117306,1307968.8051600007,0.8523479882062526,B
Toby Carlisle,Consumer,7,19,20126,1497.4768000000001,238,67,34,0.11686567164179104,0.07440508794594058,1309466.2819600007,0.8533238305450226,B
Fred Chung,Corporate,6,15,9323,1496.69624,156,51,27,0.11258823529411764,0.16053804998391075,1310962.9782000007,0.8542991642258314,B
Frank Atkinson,Corporate,6,20,14350,1496.1937,229,62,35,0.2285483870967742,0.1042643693379791,1312459.1719000007,0.8552741704225624,B
Rob Beeghly,Consumer,6,21,11549,1495.9239,241,62,30,0.19193548387096776,0.12952843536236905,1313955.0958000007,0.8562490008020367,B
Ed Braxton,Corporate,6,19,15525,1488.6075999999998,230,65,33,0.13384615384615384,0.09588454750402575,1315443.7034000007,0.857219063458029,B
Mick Hernandez,Home Office,6,20,13275,1488.1886,220,67,33,0.13516417910447762,0.11210460263653484,1316931.8920000007,0.8581888530694305,B
Darrin Sayre,Home Office,6,20,13283,1487.6673999999998,252,68,32,0.18382352941176472,0.11199784687194156,1318419.5594000006,0.8591583030368208,B
Edward Becker,Corporate,6,14,9428,1487.154,188,49,26,0.14795918367346939,0.15773801442511667,1319906.7134000007,0.8601274184431306,B
Lindsay Williams,Corporate,6,22,10982,1486.9264,179,58,34,0.16120689655172413,0.13539668548533965,1321393.6398000007,0.8610963855321397,B
Lela Donovan,Corporate,6,26,16181,1486.73868,260,71,38,0.17090140845070423,0.09188175514492306,1322880.3784800007,0.862065230291959,B
Chuck Magee,Consumer,6,16,13715,1476.65568,224,58,29,0.13544827586206895,0.10766720233321182,1324357.0341600007,0.8630275043868427,B
Maya Herman,Corporate,6,21,13592,1470.52944,220,62,35,0.08087096774193549,0.10819080635668041,1325827.5636000007,0.8639857862700476,B
Roy Skaria,Home Office,6,21,8121,1463.42858,209,56,28,0.12057142857142857,0.18020300209333825,1327290.9921800008,0.864939440822913,B
Harold Ryan,Corporate,6,14,10034,1456.03576,130,44,24,0.15163636363636365,0.1451102013155272,1328747.0279400009,0.8658882777874464,B
Bradley Talbott,Home Office,7,18,15343,1453.6353,188,55,32,0.1449090909090909,0.09474257316039887,1330200.6632400008,0.8668355504736547,B
Nona Balk,Corporate,6,14,10082,1453.4044999999999,162,51,27,0.11607843137254902,0.14415835151755602,1331654.0677400008,0.8677826727572578,B
Katherine Murray,Home Office,7,18,18522,1451.08384,254,81,33,0.14755555555555555,0.07834379872583955,1333105.1515800008,0.8687282827648232,B
Troy Blackwell,Consumer,6,20,9187,1438.6508999999999,163,46,30,0.09130434782608696,0.15659637531294218,1334543.8024800008,0.8696657907508765,B
Craig Reiter,Consumer,6,21,20848,1435.4373600000001,224,77,35,0.27384415584415583,0.06885252110514199,1335979.2398400009,0.8706012046087341,B
Bruce Geld,Consumer,6,16,15381,1426.6284000000003,198,56,28,0.11696428571428572,0.09275264287107472,1337405.868240001,0.871530878039676,B
Dean Braden,Consumer,6,21,14132,1425.8078,250,73,34,0.20342465753424657,0.10089214548542316,1338831.676040001,0.872460016720281,B
Brian Dahlen,Consumer,6,16,9890,1425.66744,160,48,24,0.06966666666666667,0.14415242062689584,1340257.343480001,0.8733890639342062,B
Adam Shillingsburg,Consumer,5,21,15445,1421.27412,238,71,36,0.16340845070422536,0.0920216328909032,1341678.617600001,0.874315248207174,B
Maureen Fritzler,Corporate,6,18,13529,1420.88584,199,56,32,0.1362857142857143,0.10502519328849139,1343099.5034400008,0.8752411794544765,B
Lindsay Castell,Home Office,6,18,14301,1420.7137,179,50,30,0.228,0.0993436612824278,1344520.2171400008,0.8761669985254168,B
Duane Benoit,Consumer,6,16,13604,1417.79834,147,42,23,0.18033333333333332,0.10421922522787416,1345938.0154800008,0.8770909177794646,B
Phillip Breyer,Corporate,6,24,24269,1403.958,319,84,34,0.2342142857142857,0.0578498496023734,1347341.9734800009,0.878005817868905,B
Kelly Andreada,Consumer,6,22,18876,1401.39752,301,86,42,0.09095348837209302,0.0742422928586565,1348743.371000001,0.8789190494017497,B
Tony Chapman,Home Office,7,21,12633,1401.12856,227,67,38,0.1675223880597015,0.1109102002691364,1350144.499560001,0.8798321056647301,B
Liz Willingham,Consumer,6,18,8045,1400.0412000000001,126,41,25,0.12560975609756098,0.17402625233064017,1351544.5407600012,0.8807444533411566,B
Dorothy Dickinson,Consumer,6,20,11071,1399.6512,234,66,32,0.11518181818181819,0.12642500225815193,1352944.1919600011,0.8816565468710664,B
Filia McAdams,Corporate,6,17,17287,1394.0246,237,69,37,0.13886956521739133,0.08064005321918204,1354338.216560001,0.8825649737835681,B
Michael Nguyen,Consumer,6,19,15047,1392.17082,212,55,27,0.22858181818181816,0.09252148733966904,1355730.3873800011,0.883472192665995,B
Christine Kargatis,Home Office,6,25,13055,1380.71322,245,67,35,0.13689552238805971,0.10576125775564918,1357111.1006000012,0.8843719451147645,B
Lycoris Saunders,Consumer,6,22,11739,1377.4046799999999,223,79,34,0.2000506329113924,0.11733577647159041,1358488.505280001,0.8852695415278534,B
Jim Epp,Corporate,6,18,13952,1371.9133000000002,199,64,32,0.24203125,0.09833094180045873,1359860.418580001,0.8861635594406929,B
Nicole Fjeld,Home Office,6,17,12268,1371.54862,163,43,27,0.14306976744186048,0.11179887675252691,1361231.967200001,0.8870573397069899,B
Matt Connell,Corporate,6,15,13230,1366.9685,198,58,28,0.1196896551724138,0.10332339380196523,1362598.935700001,0.8879481353026645,B
Dana Kaydos,Consumer,6,18,19638,1363.56276,242,70,28,0.11537142857142858,0.06943490986862207,1363962.4984600008,0.8888367115215268,B
Mike Vittorini,Consumer,6,25,19572,1360.0398,223,62,38,0.1298709677419355,0.06948905579399142,1365322.5382600008,0.8897229919762571,B
Jessica Myrick,Consumer,6,15,7789,1358.9265,168,51,25,0.15490196078431373,0.1744673899088458,1366681.4647600008,0.8906085469404319,B
Sue Ann Reed,Consumer,7,23,16494,1354.7027600000001,227,64,40,0.15940625,0.08213306414453742,1368036.1675200008,0.8914913494717677,B
Ken Black,Corporate,5,12,16602,1351.0226,266,66,29,0.1340909090909091,0.08137709914468136,1369387.1901200009,0.8923717537983757,B
Ben Peterman,Corporate,6,16,16809,1343.95582,246,74,38,0.22759459459459458,0.0799545374501755,1370731.145940001,0.8932475530031396,B
Lisa Hazard,Consumer,6,17,9164,1338.0789000000002,182,43,21,0.15120930232558139,0.14601472064600612,1372069.224840001,0.8941195224675312,B
Nick Crebassa,Corporate,6,17,12302,1335.378,149,50,29,0.193,0.10854966672085839,1373404.602840001,0.894989731869548,B
Clay Ludtke,Consumer,6,19,19784,1323.4289800000001,284,79,36,0.11141772151898734,0.06689390315406389,1374728.031820001,0.8958521546002637,B
Cari Schnelling,Consumer,6,23,12179,1319.8943199999999,162,60,30,0.12423333333333335,0.10837460546842925,1376047.926140001,0.8967122739424518,B
Jeremy Ellison,Consumer,6,19,6818,1318.1717,141,43,30,0.17209302325581396,0.19333700498679968,1377366.097840001,0.8975712707259936,B
Charles Crestani,Consumer,6,18,13350,1307.7991,180,59,30,0.1401694915254237,0.09796247940074906,1378673.896940001,0.8984235081245198,B
Xylona Preis,Consumer,6,17,12202,1304.7226,213,61,30,0.08475409836065574,0.10692694640222915,1379978.619540001,0.8992737406980261,B
Jenna Caffey,Consumer,6,25,16161,1304.56232,242,75,34,0.14674666666666666,0.08072287110946105,1381283.181860001,0.9001238688238308,B
Pamela Stobb,Consumer,6,19,17635,1293.1114000000002,252,66,33,0.18212121212121213,0.07332641905301958,1382576.293260001,0.9009665348690519,B
Darren Koutras,Consumer,5,21,14903,1287.9167,226,64,36,0.122375,0.08641996242367309,1383864.209960001,0.90180581574784,B
Katrina Edelman,Corporate,6,21,13553,1286.54742,257,67,35,0.19662686567164178,0.09492713200029515,1385150.757380001,0.9026442043247256,B
Tim Taslimi,Corporate,6,20,9780,1284.8362,150,55,29,0.12272727272727273,0.13137384458077708,1386435.593580001,0.903481477771863,B
Marina Lichtenstein,Corporate,6,21,15555,1284.23268,205,57,32,0.08985964912280701,0.08256076374156221,1387719.826260001,0.9043183579305246,B
Stuart Calhoun,Consumer,6,16,11409,1276.3538,168,45,26,0.18404444444444445,0.11187253922342011,1388996.1800600009,0.905150103756096,B
Philip Brown,Consumer,6,25,11386,1271.84916,240,76,43,0.1812105263157895,0.11170289478306693,1390268.0292200008,0.9059789140981708,B
Michelle Moray,Consumer,6,19,13089,1262.7827,210,66,33,0.16666666666666666,0.09647663687065475,1391530.811920001,0.9068018162114632,B
Roland Murray,Consumer,6,21,7403,1250.33376,118,37,26,0.17464864864864865,0.16889555045251925,1392781.145680001,0.9076166058767198,B
Guy Phonely,Corporate,6,21,15403,1250.1096,256,74,33,0.15,0.08116013763552554,1394031.255280001,0.9084312494663787,B
Toby Braunhardt,Consumer,7,23,11699,1247.46136,212,67,35,0.12740298507462686,0.1066297427130524,1395278.7166400012,0.909244167309959,B
Michael Stewart,Corporate,6,23,17869,1247.3462000000002,259,77,32,0.1677922077922078,0.06980503665566065,1396526.0628400012,0.9100570101086347,B
Dorothy Badders,Corporate,6,14,10384,1242.2766,177,49,25,0.1606530612244898,0.11963372496147918,1397768.3394400012,0.9108665492632602,B
Maribeth Dona,Consumer,7,22,17829,1230.6333200000001,252,70,36,0.16622857142857142,0.06902424813506086,1398998.9727600012,0.9116685009844202,B
Russell D'Ascenzo,Consumer,6,22,15819,1230.36572,231,71,33,0.14371830985915493,0.07777771793412984,1400229.338480001,0.9124702783219703,B
Scott Cohen,Corporate,6,17,12537,1222.6707999999999,242,74,33,0.22675675675675677,0.09752499002951263,1401452.009280001,0.9132670412053872,B
Rob Haberlin,Consumer,7,20,7970,1222.37166,144,47,29,0.1183404255319149,0.15337160100376412,1402674.380940001,0.9140636091519092,B
Anthony Witt,Consumer,5,18,15143,1216.4120200000002,244,78,32,0.1654102564102564,0.08032833784586939,1403890.792960001,0.9148562934529312,B
Michael Chen,Consumer,6,21,15939,1213.00542,185,65,35,0.13867692307692306,0.07610298136645963,1405103.798380001,0.9156467578167153,B
Craig Molinari,Corporate,6,22,11230,1210.3413,179,54,26,0.17907407407407408,0.10777749777382013,1406314.139680001,0.9164354860860962,B
Ed Jacobs,Consumer,6,19,10699,1209.9476,143,45,30,0.14933333333333332,0.11308978409197121,1407524.087280001,0.9172239577978271,B
Jeremy Farry,Consumer,6,20,10722,1200.10256,178,57,37,0.08845614035087719,0.11192898339861966,1408724.189840001,0.9180060139130966,B
Giulietta Weimer,Consumer,6,19,18071,1199.0592,215,57,33,0.14912280701754385,0.0663526755575231,1409923.249040001,0.9187873901147524,B
Corey-Lock,Consumer,6,18,13049,1196.03996,238,68,30,0.15091176470588236,0.09165759521802437,1411119.289000001,0.9195667988053102,B
Jeremy Lonsdale,Consumer,6,17,11362,1186.2773,169,48,25,0.07395833333333333,0.1044074370709382,1412305.566300001,0.920339845582971,B
Ivan Liston,Consumer,6,20,12853,1181.07276,221,64,32,0.16565625,0.09189082393215592,1413486.639060001,0.9211095007818868,B
Paul MacIntyre,Consumer,6,21,14346,1178.3952,148,48,32,0.1495,0.08214102885821832,1414665.0342600008,0.9218774111281194,B
Lena Cacioppo,Consumer,6,18,11078,1176.76826,241,66,29,0.17124242424242422,0.10622569597400253,1415841.8025200008,0.9226442612663177,B
Alan Shonely,Consumer,6,18,10692,1175.45416,246,63,36,0.12742857142857145,0.10993772540216985,1417017.2566800008,0.9234102550610872,B
Lena Creighton,Consumer,7,18,18889,1172.5113000000003,248,69,38,0.1552173913043478,0.06207376250727939,1418189.7679800007,0.9241743311183764,B
Anthony Jacobs,Corporate,7,23,17757,1172.2402000000002,232,79,37,0.23050632911392407,0.06601566706087741,1419362.0081800008,0.9249382305112541,B
Suzanne McNair,Corporate,6,20,12888,1170.85834,212,64,38,0.11209375,0.09084872284295469,1420532.8665200009,0.9257012294043748,B
Lisa DeCherney,Consumer,7,20,11824,1165.43804,181,58,33,0.17072413793103447,0.09856546346414073,1421698.3045600008,0.9264606961170778,B
Shaun Weien,Consumer,6,19,8247,1163.569,113,42,31,0.08119047619047619,0.1410899721110707,1422861.8735600007,0.927218944855409,B
Ed Ludwig,Home Office,6,20,14209,1155.5394000000001,260,71,34,0.09859154929577464,0.08132447040608067,1424017.4129600006,0.9279719610427962,B
Maris LaWare,Consumer,5,14,15175,1154.1427999999999,193,60,33,0.175,0.07605553871499175,1425171.5557600006,0.9287240671249917,B
Maurice Satty,Consumer,6,20,10031,1152.74306,194,61,34,0.1238032786885246,0.11491806001395674,1426324.2988200006,0.9294752610557899,B
Laurel Workman,Corporate,6,22,10873,1148.80494,181,63,31,0.09765079365079365,0.10565666697323646,1427473.1037600006,0.9302238886802313,B
Theresa Swint,Corporate,6,14,7936,1134.0224,195,63,27,0.10873015873015872,0.1428959677419355,1428607.1261600005,0.9309628831481479,B
Joni Blumstein,Consumer,6,19,13339,1130.50616,205,59,27,0.1425762711864407,0.0847519424244696,1429737.6323200006,0.9316995862310727,B
Roland Fjeld,Consumer,5,16,13090,1123.5285,210,59,26,0.08050847457627118,0.08583105423987776,1430861.1608200006,0.9324317422678907,B
Sam Craven,Consumer,6,22,11056,1116.0096,245,69,38,0.13884057971014493,0.10094153400868308,1431977.1704200006,0.9331589985553695,B
Barry Franz,Home Office,6,15,24082,1115.67056,228,69,27,0.17947826086956523,0.04632798604767046,1433092.8409800006,0.9338860339048102,B
Karen Seio,Corporate,6,19,5325,1113.68218,147,43,25,0.07730232558139534,0.20914219342723006,1434206.5231600006,0.934611773511045,B
Thais Sissman,Consumer,7,22,6787,1109.5608,188,60,27,0.09016666666666667,0.16348324738470604,1435316.0839600007,0.9353348273881265,B
Daniel Lacy,Consumer,6,18,12201,1108.44,219,72,28,0.2579444444444444,0.09084829112367838,1436424.5239600006,0.9360571508872192,B
Michelle Arnett,Home Office,7,21,11933,1102.67554,199,59,33,0.11952542372881356,0.09240555937316684,1437527.1995000006,0.9367757179313684,B
Anthony O'Donnell,Corporate,7,18,15025,1093.0996000000002,228,60,32,0.1285,0.07275205324459236,1438620.2991000006,0.9374880447401528,B
Valerie Takahito,Home Office,6,20,19368,1090.7832,260,72,32,0.18569444444444444,0.0563188351920694,1439711.0823000006,0.9381988620489611,B
Resi Pölking,Consumer,6,22,22053,1068.3838,303,91,41,0.15879120879120878,0.04844618872715731,1440779.4661000005,0.9388950826155141,B
Peter Fuller,Consumer,7,26,29876,1063.2913599999997,280,87,38,0.1373793103448276,0.035590151292006954,1441842.7574600005,0.9395879846541542,B
Shahid Hopkins,Consumer,7,17,12979,1059.23294,223,68,37,0.17826470588235294,0.08161129054626705,1442901.9904000005,0.940278241992012,B
Ken Brennan,Corporate,7,22,11465,1046.2450999999999,178,56,36,0.13428571428571429,0.09125556912341909,1443948.2355000004,0.940960035703481,B
Scott Williamson,Consumer,7,24,17044,1044.1871999999998,255,68,38,0.19297058823529412,0.061264210279277156,1444992.4227000005,0.9416404883684983,B
Jack Lebron,Consumer,7,25,18673,1040.1775400000001,281,83,40,0.158,0.05570489690997698,1446032.6002400005,0.9423183281075646,B
Frank Gastineau,Home Office,7,18,9704,1034.1122,156,44,27,0.14886363636363636,0.10656556059356967,1447066.7124400006,0.9429922153209082,B
Sean Wendt,Home Office,6,24,8168,1031.54774,149,46,30,0.22808695652173916,0.12629134916748286,1448098.2601800007,0.9436644313840582,B
Trudy Schmidt,Consumer,6,21,9980,1025.6195,182,56,30,0.12517857142857142,0.10276748496993988,1449123.8796800007,0.944332784263761,B
Jennifer Jackson,Consumer,6,19,12191,1022.6992,152,41,25,0.1626829268292683,0.08388968911492084,1450146.5788800006,0.9449992341073821,B
Peter McVee,Home Office,6,21,11288,1018.6375999999999,149,46,28,0.09695652173913043,0.09024075124025513,1451165.2164800006,0.9456630371779492,B
Fred McMath,Consumer,6,16,7441,1015.5115,142,46,27,0.23021739130434782,0.13647513775030237,1452180.7279800007,0.9463248031012729,B
Dean Katz,Corporate,6,27,10652,1007.098,202,56,37,0.11732142857142858,0.09454543747653023,1453187.8259800007,0.9469810863022484,B
Alex Grayson,Consumer,6,24,15071,1006.97208,250,77,36,0.2132987012987013,0.06681521332360162,1454194.7980600006,0.947637287446482,B
Lena Hernandez,Consumer,6,17,12941,997.38998,229,55,32,0.1708,0.07707209489220308,1455192.1880400006,0.9482872443411391,B
Kean Takahito,Consumer,7,22,17257,987.5934,312,82,39,0.19890243902439023,0.05722856811728574,1456179.7814400005,0.9489308172186686,B
Brian DeCherney,Consumer,6,21,10772,984.42392,207,67,36,0.11047761194029851,0.09138729298180467,1457164.2053600005,0.9495723246800423,B
Bart Pistole,Corporate,6,21,10087,984.2587,243,70,38,0.14557142857142857,0.09757695053038565,1458148.4640600004,0.9502137244745249,C
Alex Avila,Consumer,6,14,15993,983.2565,165,50,26,0.12300000000000001,0.061480428937660224,1459131.7205600003,0.9508544711776262,C
Stuart Van,Corporate,7,22,22308,978.6733800000001,227,62,33,0.13296774193548386,0.043870960193652504,1460110.3939400003,0.951492231255132,C
Brad Eason,Home Office,6,20,18986,978.0241,243,69,29,0.1627536231884058,0.0515129095122722,1461088.4180400004,0.9521295682243042,C
